Season,TeamID,GamesPlayed,Win%,MoV,FGM,FGA,FG%,3PTM,3PTA,3PT%,FTM,FTA,FT%,OR,DR,AST,TO,STL,BLK,PF
2005,1430,26,0.5384615384615384,13.285714285714286,620,1462,0.4240766073871409,165,462,0.35714285714285715,330,462,0.7142857142857143,11.0,21.076923076923077,303,298,161,84,465
2005,1413,27,0.37037037037037035,11.8,619,1422,0.4353023909985935,213,576,0.3697916666666667,365,490,0.7448979591836735,8.11111111111111,19.444444444444443,332,383,164,30,584
2005,1255,30,0.03333333333333333,6.0,721,1880,0.38351063829787235,186,633,0.2938388625592417,283,450,0.6288888888888889,12.266666666666667,24.033333333333335,384,511,211,111,543
2005,1294,25,0.16,11.5,572,1351,0.4233900814211695,153,456,0.3355263157894737,287,442,0.6493212669683258,10.64,21.76,328,429,158,55,463
2006,1104,29,0.5862068965517241,11.117647058823529,711,1568,0.4534438775510204,160,471,0.33970276008492567,447,633,0.7061611374407583,12.517241379310345,24.482758620689655,354,392,184,146,401
2006,1272,33,0.9090909090909091,17.2,926,2068,0.44777562862669246,251,713,0.3520336605890603,567,828,0.6847826086956522,15.818181818181818,26.242424242424242,519,522,323,223,667
2006,1266,29,0.6551724137931034,11.263157894736842,762,1693,0.4500886001181335,247,621,0.3977455716586151,381,520,0.7326923076923076,11.96551724137931,23.586206896551722,443,429,218,89,565
2006,1296,27,0.5925925925925926,10.0625,670,1400,0.4785714285714286,180,471,0.3821656050955414,384,541,0.7097966728280961,10.148148148148149,21.88888888888889,427,359,148,100,480
2006,1400,33,0.8181818181818182,23.074074074074073,890,1904,0.46743697478991597,245,645,0.3798449612403101,487,675,0.7214814814814815,14.06060606060606,26.181818181818183,492,452,269,169,505
2006,1458,30,0.6333333333333333,15.263157894736842,751,1738,0.43210586881472957,189,553,0.34177215189873417,439,662,0.6631419939577039,12.933333333333334,23.633333333333333,402,349,161,101,516
2006,1161,29,0.4827586206896552,9.5,733,1517,0.4831905075807515,167,435,0.3839080459770115,472,645,0.7317829457364341,10.275862068965518,23.551724137931036,436,501,200,187,591
2006,1186,29,0.4827586206896552,13.571428571428571,765,1580,0.48417721518987344,159,437,0.36384439359267734,445,650,0.6846153846153846,11.137931034482758,21.551724137931036,454,460,188,124,551
2006,1194,28,0.5357142857142857,10.2,746,1572,0.47455470737913485,216,541,0.39926062846580407,347,506,0.6857707509881423,11.107142857142858,20.964285714285715,441,422,226,55,513
2006,1166,28,0.6785714285714286,11.68421052631579,620,1478,0.41948579161028415,197,552,0.35688405797101447,422,614,0.6872964169381107,11.428571428571429,22.928571428571427,367,374,230,90,477
2006,1202,25,0.48,11.75,602,1341,0.4489187173750932,204,559,0.36493738819320215,323,441,0.7324263038548753,10.32,22.4,366,361,166,66,421
2006,1237,27,0.6296296296296297,9.470588235294118,618,1430,0.43216783216783217,201,568,0.3538732394366197,429,579,0.7409326424870466,10.666666666666666,21.0,329,308,163,58,499
2006,1323,28,0.5357142857142857,14.6,717,1612,0.4447890818858561,273,677,0.4032496307237814,421,581,0.7246127366609294,12.178571428571429,26.035714285714285,437,330,158,98,451
2006,1125,30,0.6666666666666666,13.3,880,1760,0.5,257,673,0.3818722139673105,438,630,0.6952380952380952,11.833333333333334,23.9,509,489,232,107,596
2006,1156,26,0.3076923076923077,7.375,592,1498,0.3951935914552737,147,455,0.3230769230769231,312,488,0.639344262295082,13.115384615384615,21.807692307692307,338,420,206,66,538
2006,1183,27,0.2222222222222222,7.833333333333333,585,1400,0.41785714285714287,143,374,0.38235294117647056,286,389,0.7352185089974294,10.37037037037037,21.40740740740741,354,403,175,68,473
2006,1314,29,0.7586206896551724,17.318181818181817,818,1697,0.48202710665880966,200,525,0.38095238095238093,495,704,0.703125,14.03448275862069,25.96551724137931,521,482,229,114,504
2006,1353,30,0.5666666666666667,14.235294117647058,688,1616,0.42574257425742573,207,569,0.36379613356766255,458,628,0.7292993630573248,10.866666666666667,23.1,361,371,169,135,607
2006,1390,28,0.5357142857142857,11.0,631,1485,0.4249158249158249,135,387,0.3488372093023256,463,602,0.7691029900332226,11.428571428571429,22.892857142857142,400,387,149,129,466
2006,1426,26,0.38461538461538464,11.6,638,1416,0.4505649717514124,168,465,0.36129032258064514,412,616,0.6688311688311688,12.576923076923077,23.96153846153846,379,465,180,68,513
2006,1462,31,0.6774193548387096,15.523809523809524,757,1634,0.46328029375764995,208,560,0.37142857142857144,493,680,0.725,10.580645161290322,24.580645161290324,488,402,195,151,547
2006,1196,33,0.8181818181818182,18.703703703703702,912,1795,0.5080779944289694,244,619,0.39418416801292405,548,746,0.7345844504021448,10.606060606060606,24.636363636363637,562,491,265,163,532
2006,1242,31,0.7741935483870968,19.25,846,1794,0.47157190635451507,191,506,0.3774703557312253,422,634,0.6656151419558359,13.161290322580646,26.161290322580644,556,485,300,179,559
2006,1422,29,0.3448275862068966,8.9,676,1558,0.4338896020539153,170,526,0.3231939163498099,429,656,0.6539634146341463,11.89655172413793,20.93103448275862,364,476,249,131,533
2006,1304,32,0.59375,11.789473684210526,716,1738,0.41196777905638665,212,610,0.3475409836065574,495,738,0.6707317073170732,13.3125,25.3125,427,501,211,123,529
2006,1113,28,0.39285714285714285,12.0,655,1520,0.4309210526315789,158,418,0.37799043062200954,410,568,0.721830985915493,11.071428571428571,22.035714285714285,403,422,180,90,562
2006,1116,31,0.7096774193548387,14.909090909090908,822,1790,0.4592178770949721,177,521,0.3397312859884837,483,696,0.6939655172413793,12.193548387096774,22.838709677419356,482,415,262,190,525
2006,1117,28,0.35714285714285715,10.3,728,1560,0.4666666666666667,159,442,0.3597285067873303,398,607,0.6556836902800659,10.571428571428571,23.785714285714285,374,435,168,70,523
2006,1120,28,0.42857142857142855,12.416666666666666,654,1509,0.43339960238568587,194,545,0.3559633027522936,334,529,0.6313799621928167,12.392857142857142,20.607142857142858,378,446,226,118,550
2006,1122,31,0.5483870967741935,11.588235294117647,765,1680,0.45535714285714285,170,508,0.3346456692913386,528,707,0.7468175388967468,10.516129032258064,22.322580645161292,435,447,217,93,576
2006,1123,26,0.3076923076923077,10.875,578,1357,0.42593957258658804,138,384,0.359375,332,503,0.6600397614314115,11.384615384615385,21.53846153846154,299,375,178,92,594
2006,1133,30,0.6666666666666666,15.2,783,1762,0.4443813847900113,167,508,0.328740157480315,413,575,0.7182608695652174,12.6,25.1,496,456,276,145,562
2006,1139,31,0.6129032258064516,16.63157894736842,743,1609,0.4617775015537601,283,725,0.3903448275862069,369,528,0.6988636363636364,7.645161290322581,18.225806451612904,416,277,193,73,532
2006,1140,27,0.7037037037037037,11.947368421052632,729,1586,0.45964691046658257,191,487,0.3921971252566735,428,591,0.7241962774957699,11.518518518518519,23.88888888888889,427,388,186,96,548
2006,1141,27,0.1111111111111111,8.666666666666666,555,1380,0.40217391304347827,136,468,0.2905982905982906,346,510,0.6784313725490196,10.925925925925926,21.296296296296298,269,517,167,118,554
2006,1148,29,0.6206896551724138,12.444444444444445,721,1624,0.44396551724137934,230,598,0.38461538461538464,430,596,0.7214765100671141,13.10344827586207,21.17241379310345,428,372,191,68,448
2006,1150,30,0.6,10.055555555555555,709,1760,0.4028409090909091,258,699,0.36909871244635195,401,620,0.646774193548387,14.6,23.566666666666666,422,382,208,77,531
2006,1151,28,0.5357142857142857,8.666666666666666,663,1519,0.43647136273864384,161,503,0.32007952286282304,454,696,0.6522988505747126,10.678571428571429,25.142857142857142,350,403,197,65,468
2006,1157,26,0.6153846153846154,11.5625,634,1394,0.45480631276901007,191,544,0.35110294117647056,341,453,0.7527593818984547,11.115384615384615,21.307692307692307,371,355,181,55,471
2006,1158,26,0.5769230769230769,11.533333333333333,669,1532,0.4366840731070496,140,461,0.3036876355748373,381,576,0.6614583333333334,15.192307692307692,25.153846153846153,335,418,197,64,481
2006,1160,29,0.6896551724137931,17.8,812,1866,0.43515541264737406,236,682,0.3460410557184751,384,585,0.6564102564102564,15.827586206896552,25.275862068965516,485,407,247,167,560
2006,1165,27,0.4444444444444444,13.333333333333334,582,1382,0.4211287988422576,193,525,0.3676190476190476,327,457,0.7155361050328227,9.333333333333334,22.666666666666668,338,380,186,69,492
2006,1179,29,0.3448275862068966,9.0,675,1594,0.4234629861982434,150,431,0.3480278422273782,452,629,0.7186009538950715,14.0,21.344827586206897,365,457,233,70,488
2006,1187,26,0.23076923076923078,8.0,524,1366,0.383601756954612,156,528,0.29545454545454547,376,573,0.6561954624781849,12.307692307692308,22.26923076923077,336,404,178,40,500
2006,1191,29,0.3448275862068966,6.2,640,1517,0.4218852999340804,188,583,0.32246998284734135,427,590,0.7237288135593221,9.310344827586206,24.517241379310345,378,480,135,77,578
2006,1200,32,0.5,11.9375,746,1746,0.427262313860252,239,648,0.36882716049382713,437,637,0.6860282574568289,11.9375,21.84375,428,409,175,122,541
2006,1207,30,0.7,13.428571428571429,719,1524,0.4717847769028871,207,574,0.3606271777003484,355,504,0.7043650793650794,10.7,21.9,466,352,181,106,448
2006,1211,30,0.9,9.11111111111111,819,1717,0.47699475829935933,171,467,0.36616702355460384,594,759,0.782608695652174,12.6,25.0,421,400,218,84,564
2006,1217,27,0.48148148148148145,11.615384615384615,603,1465,0.4116040955631399,145,458,0.3165938864628821,456,612,0.7450980392156863,12.74074074074074,22.40740740740741,310,456,201,111,444
2006,1218,28,0.6071428571428571,9.176470588235293,705,1532,0.4601827676240209,146,442,0.33031674208144796,337,531,0.6346516007532956,11.214285714285714,23.285714285714285,415,375,176,166,452
2006,1219,27,0.5185185185185185,12.071428571428571,719,1571,0.4576702737110121,187,537,0.34823091247672255,349,521,0.6698656429942419,10.814814814814815,22.925925925925927,389,430,216,104,549
2006,1232,28,0.42857142857142855,6.583333333333333,636,1519,0.4186965108624095,165,471,0.3503184713375796,343,492,0.6971544715447154,9.678571428571429,21.357142857142858,382,373,189,73,464
2006,1241,28,0.17857142857142858,8.6,653,1622,0.40258939580764486,166,499,0.33266533066132264,331,535,0.6186915887850467,14.5,20.928571428571427,361,457,165,58,559
2006,1247,28,0.6428571428571429,12.444444444444445,687,1552,0.4426546391752577,193,540,0.3574074074074074,374,518,0.722007722007722,11.678571428571429,24.107142857142858,380,390,211,92,477
2006,1250,29,0.5862068965517241,10.235294117647058,606,1468,0.4128065395095368,179,507,0.3530571992110454,387,567,0.6825396825396826,9.827586206896552,24.20689655172414,355,425,185,80,511
2006,1258,30,0.4,10.833333333333334,773,1841,0.41988049972840846,143,434,0.3294930875576037,489,714,0.6848739495798319,13.366666666666667,23.933333333333334,468,468,229,97,584
2006,1261,30,0.7333333333333333,14.863636363636363,831,1748,0.4754004576659039,130,385,0.33766233766233766,451,645,0.6992248062015504,13.9,26.333333333333332,472,467,254,188,470
2006,1265,29,0.6551724137931034,10.526315789473685,790,1613,0.4897706137631742,254,660,0.38484848484848483,396,581,0.6815834767641996,10.517241379310345,24.689655172413794,456,387,146,77,511
2006,1267,28,0.42857142857142855,7.333333333333333,640,1579,0.4053198226725776,181,595,0.3042016806722689,384,569,0.6748681898066784,13.857142857142858,22.714285714285715,376,455,218,73,519
2006,1277,32,0.65625,13.761904761904763,836,1751,0.4774414620217019,187,505,0.3702970297029703,507,657,0.771689497716895,11.0625,24.78125,531,451,201,95,579
2006,1281,28,0.42857142857142855,9.25,660,1542,0.4280155642023346,172,511,0.33659491193737767,364,559,0.6511627906976745,12.642857142857142,21.107142857142858,337,442,167,63,508
2006,1298,26,0.3076923076923077,12.25,570,1452,0.3925619834710744,180,517,0.3481624758220503,387,541,0.7153419593345656,13.653846153846153,21.46153846153846,310,471,202,57,566
2006,1301,30,0.7,16.238095238095237,750,1606,0.4669987546699875,280,739,0.37889039242219213,491,649,0.7565485362095532,9.033333333333333,24.2,480,410,221,146,531
2006,1308,29,0.5172413793103449,6.6,701,1553,0.4513844172569221,165,470,0.35106382978723405,456,651,0.7004608294930875,10.89655172413793,23.103448275862068,323,473,196,66,517
2006,1317,25,0.44,10.363636363636363,653,1528,0.4273560209424084,186,502,0.3705179282868526,355,528,0.6723484848484849,13.76,22.96,297,403,219,120,548
2006,1320,30,0.7,12.666666666666666,687,1513,0.4540647719762062,201,578,0.3477508650519031,388,539,0.7198515769944341,8.5,24.7,408,373,157,103,427
2006,1321,28,0.4642857142857143,10.384615384615385,584,1315,0.444106463878327,193,602,0.32059800664451826,266,395,0.6734177215189874,6.5,19.75,412,346,212,68,434
2006,1328,28,0.7142857142857143,11.7,684,1525,0.4485245901639344,169,471,0.35881104033970274,384,537,0.7150837988826816,14.642857142857142,21.964285714285715,405,393,199,96,474
2006,1329,32,0.53125,16.352941176470587,823,1710,0.4812865497076023,148,412,0.3592233009708738,469,634,0.7397476340694006,11.8125,21.875,483,548,259,108,631
2006,1340,26,0.38461538461538464,13.8,635,1419,0.4474982381959126,185,459,0.40305010893246185,393,581,0.6764199655765921,12.423076923076923,22.76923076923077,378,439,156,79,525
2006,1343,26,0.46153846153846156,9.083333333333334,452,1080,0.4185185185185185,203,552,0.3677536231884058,249,320,0.778125,5.423076923076923,16.807692307692307,288,345,190,50,491
2006,1345,28,0.32142857142857145,11.88888888888889,669,1484,0.4508086253369272,153,465,0.32903225806451614,320,468,0.6837606837606838,10.928571428571429,21.75,366,495,151,93,532
2006,1348,28,0.5,8.428571428571429,648,1535,0.4221498371335505,124,406,0.3054187192118227,359,525,0.6838095238095238,13.285714285714286,22.821428571428573,347,351,155,88,497
2006,1349,26,0.38461538461538464,6.9,607,1421,0.4271639690358902,113,339,0.3333333333333333,390,537,0.7262569832402235,10.653846153846153,22.384615384615383,347,391,196,74,458
2006,1350,30,0.43333333333333335,8.615384615384615,545,1364,0.39956011730205276,192,650,0.2953846153846154,280,426,0.6572769953051644,8.433333333333334,19.3,364,418,152,139,508
2006,1352,27,0.48148148148148145,7.769230769230769,660,1567,0.4211869814932993,241,626,0.38498402555910544,366,501,0.7305389221556886,12.777777777777779,21.85185185185185,365,401,196,72,465
2006,1365,27,0.4074074074074074,8.181818181818182,630,1521,0.41420118343195267,156,494,0.3157894736842105,385,545,0.7064220183486238,12.148148148148149,24.14814814814815,361,375,167,91,509
2006,1373,28,0.5357142857142857,10.6,693,1624,0.4267241379310345,222,588,0.37755102040816324,476,627,0.759170653907496,10.928571428571429,22.892857142857142,387,371,229,61,441
2006,1375,29,0.7931034482758621,12.73913043478261,748,1647,0.4541590771098968,248,679,0.36524300441826213,405,575,0.7043478260869566,11.172413793103448,22.75862068965517,411,384,246,38,543
2006,1379,28,0.25,8.714285714285714,563,1376,0.40915697674418605,98,326,0.3006134969325153,417,606,0.6881188118811881,11.035714285714286,20.928571428571427,296,425,156,42,574
2006,1382,27,0.2962962962962963,12.625,694,1622,0.4278668310727497,122,462,0.26406926406926406,329,525,0.6266666666666667,13.777777777777779,22.666666666666668,364,365,154,74,446
2006,1384,27,0.1111111111111111,7.0,575,1447,0.3973738769868694,195,578,0.3373702422145329,260,390,0.6666666666666666,10.148148148148149,20.40740740740741,343,392,142,82,442
2006,1394,24,0.6666666666666666,20.0625,674,1401,0.48108493932905066,158,420,0.3761904761904762,373,527,0.7077798861480076,12.041666666666666,25.083333333333332,430,408,209,94,517
2006,1395,30,0.2,9.833333333333334,621,1675,0.3707462686567164,198,613,0.32300163132137033,430,676,0.636094674556213,13.433333333333334,20.733333333333334,360,477,230,66,579
2006,1397,28,0.75,13.333333333333334,808,1732,0.4665127020785219,249,633,0.3933649289099526,412,588,0.7006802721088435,11.535714285714286,21.821428571428573,482,363,286,85,504
2006,1403,32,0.46875,16.4,775,1764,0.43934240362811794,172,441,0.3900226757369615,465,653,0.7120980091883614,9.625,23.5625,482,448,175,78,517
2006,1404,26,0.4230769230769231,9.454545454545455,609,1410,0.4319148936170213,130,404,0.3217821782178218,519,732,0.7090163934426229,12.038461538461538,21.807692307692307,306,374,202,69,555
2006,1412,29,0.7931034482758621,13.652173913043478,760,1687,0.45050385299347956,206,597,0.34505862646566166,418,644,0.6490683229813664,10.655172413793103,20.20689655172414,443,373,322,103,528
2006,1425,29,0.5517241379310345,11.375,704,1630,0.43190184049079755,194,563,0.34458259325044405,396,575,0.688695652173913,9.862068965517242,21.79310344827586,375,410,215,93,543
2006,1427,26,0.34615384615384615,13.666666666666666,692,1529,0.4525833878351864,171,510,0.3352941176470588,345,522,0.6609195402298851,13.384615384615385,25.76923076923077,393,494,208,100,539
2006,1428,28,0.4642857142857143,13.923076923076923,644,1384,0.4653179190751445,177,461,0.3839479392624729,346,516,0.6705426356589147,10.571428571428571,22.607142857142858,377,453,153,58,492
2006,1435,29,0.5862068965517241,12.529411764705882,728,1577,0.46163601775523144,235,597,0.3936348408710218,344,492,0.6991869918699187,10.758620689655173,20.689655172413794,446,375,176,86,469
2006,1436,30,0.43333333333333335,10.692307692307692,670,1564,0.42838874680306904,169,500,0.338,427,649,0.6579352850539292,11.933333333333334,24.9,402,462,176,101,589
2006,1437,29,0.8620689655172413,14.88,726,1705,0.4258064516129032,264,683,0.38653001464128844,471,627,0.7511961722488039,13.482758620689655,22.75862068965517,366,327,220,146,533
2006,1438,29,0.5172413793103449,14.6,682,1635,0.41712538226299695,180,534,0.33707865168539325,445,591,0.7529610829103215,13.517241379310345,23.82758620689655,330,419,159,106,528
2006,1451,25,0.32,7.0,564,1296,0.4351851851851852,124,363,0.3415977961432507,378,536,0.7052238805970149,10.8,21.16,297,370,149,53,474
2006,1452,29,0.6551724137931034,11.578947368421053,740,1662,0.4452466907340554,291,850,0.3423529411764706,278,373,0.7453083109919572,7.827586206896552,19.724137931034484,510,242,229,78,377
2006,1112,31,0.6129032258064516,13.0,846,1913,0.4422373235755358,132,418,0.3157894736842105,437,624,0.7003205128205128,13.612903225806452,20.903225806451612,458,418,306,117,511
2006,1124,17,0.23529411764705882,14.25,367,923,0.39761646803900325,134,360,0.37222222222222223,206,298,0.6912751677852349,10.0,21.88235294117647,186,259,105,72,340
2006,1127,29,0.5517241379310345,10.5625,616,1612,0.38213399503722084,179,590,0.30338983050847457,401,541,0.7412199630314233,11.862068965517242,21.82758620689655,293,345,203,49,564
2006,1131,28,0.42857142857142855,9.666666666666666,593,1449,0.40924775707384403,150,450,0.3333333333333333,314,474,0.6624472573839663,11.142857142857142,23.071428571428573,377,376,187,84,489
2006,1143,30,0.6666666666666666,10.95,697,1551,0.44938749194068345,164,436,0.3761467889908257,518,706,0.7337110481586402,9.733333333333333,22.8,393,371,155,82,500
2006,1145,29,0.3103448275862069,10.444444444444445,749,1653,0.4531155474894132,192,556,0.34532374100719426,360,497,0.7243460764587525,10.758620689655173,22.03448275862069,394,394,214,84,500
2006,1153,30,0.6,14.555555555555555,799,1878,0.42545260915867944,178,555,0.3207207207207207,446,593,0.7521079258010118,13.066666666666666,24.0,392,353,215,170,516
2006,1163,30,0.9,18.48148148148148,872,1863,0.46806226516371446,159,444,0.3581081081081081,537,765,0.7019607843137254,16.3,28.666666666666668,478,426,199,280,462
2006,1177,27,0.4444444444444444,10.0,641,1459,0.4393420150788211,144,457,0.3150984682713348,326,466,0.6995708154506438,10.925925925925926,22.40740740740741,341,327,148,105,413
2006,1178,30,0.4666666666666667,7.142857142857143,710,1609,0.44126786824114356,139,391,0.3554987212276215,339,485,0.6989690721649484,12.8,21.3,349,410,140,98,563
2006,1181,33,0.9090909090909091,15.4,916,1853,0.49433351322180247,258,652,0.39570552147239263,633,832,0.7608173076923077,9.545454545454545,23.363636363636363,507,442,315,179,577
2006,1185,28,0.25,8.285714285714286,623,1394,0.4469153515064562,179,500,0.358,410,574,0.7142857142857143,10.321428571428571,21.285714285714285,361,486,168,52,549
2006,1198,27,0.25925925925925924,7.0,578,1419,0.4073291050035236,159,472,0.336864406779661,340,563,0.6039076376554174,10.88888888888889,24.037037037037038,320,482,164,90,629
2006,1208,30,0.5,10.733333333333333,773,1793,0.43112102621305076,209,614,0.34039087947882735,355,545,0.6513761467889908,13.133333333333333,21.7,377,464,272,134,586
2006,1209,29,0.2413793103448276,17.285714285714285,666,1609,0.4139216904909882,189,542,0.34870848708487084,367,557,0.6588868940754039,11.586206896551724,20.96551724137931,351,409,189,106,544
2006,1210,28,0.39285714285714285,14.181818181818182,739,1608,0.4595771144278607,154,399,0.38596491228070173,380,570,0.6666666666666666,13.357142857142858,23.857142857142858,411,499,244,116,609
2006,1225,28,0.10714285714285714,10.333333333333334,613,1528,0.4011780104712042,159,491,0.32382892057026474,290,438,0.6621004566210046,11.0,19.607142857142858,266,373,159,37,510
2006,1226,25,0.44,8.727272727272727,649,1430,0.45384615384615384,179,469,0.3816631130063966,440,603,0.7296849087893864,11.8,24.88,364,405,131,159,490
2006,1233,30,0.7666666666666667,13.565217391304348,858,1774,0.4836527621195039,193,470,0.4106382978723404,502,723,0.69432918395574,13.333333333333334,23.7,475,453,229,125,557
2006,1240,28,0.5357142857142857,9.866666666666667,744,1613,0.4612523248605084,214,556,0.38489208633093525,421,606,0.6947194719471947,12.107142857142858,20.642857142857142,376,391,221,93,540
2006,1257,30,0.6,13.944444444444445,715,1700,0.42058823529411765,244,697,0.3500717360114778,420,598,0.7023411371237458,12.166666666666666,23.766666666666666,461,390,202,102,565
2006,1259,28,0.5357142857142857,8.333333333333334,779,1709,0.45582211819777646,223,625,0.3568,371,539,0.6883116883116883,13.571428571428571,22.928571428571427,395,435,208,67,556
2006,1273,28,0.32142857142857145,8.333333333333334,755,1705,0.44281524926686217,172,523,0.32887189292543023,376,549,0.6848816029143898,12.535714285714286,24.178571428571427,333,416,170,80,492
2006,1274,31,0.5161290322580645,16.375,756,1733,0.4362377380265436,201,575,0.34956521739130436,415,597,0.695142378559464,13.580645161290322,21.806451612903224,363,390,217,125,560
2006,1319,28,0.6428571428571429,9.944444444444445,732,1536,0.4765625,166,423,0.39243498817966904,468,620,0.7548387096774194,10.035714285714286,22.571428571428573,435,467,188,72,578
2006,1335,27,0.7037037037037037,16.0,667,1485,0.44915824915824915,178,559,0.3184257602862254,351,519,0.6763005780346821,10.518518518518519,21.74074074074074,389,367,271,73,485
2006,1338,31,0.7741935483870968,13.625,784,1735,0.45187319884726224,194,551,0.35208711433756806,484,703,0.6884779516358464,13.096774193548388,26.096774193548388,512,426,197,119,529
2006,1341,27,0.1111111111111111,11.666666666666666,643,1627,0.39520590043023973,141,431,0.3271461716937355,331,549,0.6029143897996357,12.777777777777779,20.925925925925927,269,472,216,54,534
2006,1344,27,0.4444444444444444,11.75,713,1556,0.4582262210796915,159,454,0.3502202643171806,435,631,0.6893819334389857,13.592592592592593,22.037037037037038,356,404,213,133,484
2006,1351,28,0.2857142857142857,9.25,666,1565,0.4255591054313099,228,649,0.35130970724191063,421,588,0.7159863945578231,10.392857142857142,24.5,418,438,177,98,512
2006,1360,29,0.5862068965517241,12.411764705882353,809,1698,0.47644287396937574,219,556,0.39388489208633093,415,600,0.6916666666666667,11.482758620689655,23.517241379310345,459,482,203,106,577
2006,1371,29,0.6206896551724138,11.277777777777779,671,1629,0.41190914671577655,168,500,0.336,457,618,0.7394822006472492,12.551724137931034,24.310344827586206,363,390,196,75,545
2006,1386,31,0.5806451612903226,13.555555555555555,665,1546,0.43014230271668824,220,608,0.3618421052631579,486,613,0.7928221859706363,9.35483870967742,22.870967741935484,422,397,172,124,581
2006,1392,28,0.14285714285714285,7.25,599,1571,0.38128580521960537,149,439,0.33940774487471526,282,466,0.6051502145922747,11.642857142857142,19.321428571428573,274,366,184,58,598
2006,1409,27,0.37037037037037035,7.7,567,1344,0.421875,142,430,0.3302325581395349,382,545,0.7009174311926606,9.74074074074074,25.59259259259259,326,495,167,90,578
2006,1418,29,0.4482758620689655,9.0,688,1556,0.442159383033419,167,566,0.2950530035335689,393,610,0.6442622950819672,10.586206896551724,25.862068965517242,412,494,196,163,540
2006,1420,29,0.3448275862068966,10.0,711,1634,0.43512851897184823,172,539,0.31910946196660483,346,542,0.6383763837638377,11.689655172413794,21.20689655172414,405,398,207,69,511
2006,1429,30,0.7333333333333333,12.136363636363637,781,1593,0.49026993094789706,221,549,0.40255009107468126,361,497,0.7263581488933601,9.433333333333334,23.833333333333332,505,390,159,87,472
2006,1440,24,0.16666666666666666,9.5,577,1346,0.42867756315007427,142,459,0.3093681917211329,346,505,0.6851485148514852,10.958333333333334,24.833333333333332,315,437,164,46,417
2006,1442,26,0.19230769230769232,7.0,562,1410,0.39858156028368796,150,449,0.33407572383073497,414,581,0.7125645438898451,11.923076923076923,22.423076923076923,296,389,146,59,537
2006,1444,30,0.43333333333333335,6.461538461538462,660,1629,0.40515653775322286,128,429,0.29836829836829837,440,664,0.6626506024096386,12.433333333333334,22.033333333333335,303,436,197,65,563
2006,1450,28,0.39285714285714285,15.909090909090908,606,1410,0.4297872340425532,129,388,0.3324742268041237,288,402,0.7164179104477612,8.428571428571429,22.785714285714285,353,393,169,130,512
2006,1453,30,0.4666666666666667,9.071428571428571,699,1626,0.42988929889298894,194,522,0.3716475095785441,370,511,0.7240704500978473,10.933333333333334,22.166666666666668,336,393,149,64,527
2006,1455,31,0.7419354838709677,12.08695652173913,737,1670,0.4413173652694611,209,564,0.37056737588652483,435,599,0.7262103505843072,11.838709677419354,25.032258064516128,464,400,164,57,479
2006,1460,27,0.4444444444444444,9.0,597,1367,0.4367227505486467,114,373,0.30563002680965146,384,562,0.6832740213523132,11.222222222222221,20.814814814814813,328,369,143,43,540
2006,1461,31,0.41935483870967744,8.0,685,1630,0.42024539877300615,127,421,0.3016627078384798,549,830,0.6614457831325301,13.35483870967742,25.129032258064516,326,529,177,209,610
2006,1114,28,0.4642857142857143,10.76923076923077,611,1489,0.41034251175285424,121,383,0.31592689295039167,451,657,0.6864535768645358,13.5,21.178571428571427,393,441,217,70,506
2006,1138,31,0.5806451612903226,9.88888888888889,732,1679,0.43597379392495533,203,552,0.3677536231884058,554,736,0.7527173913043478,12.419354838709678,21.032258064516128,386,502,244,69,609
2006,1155,29,0.5862068965517241,14.882352941176471,769,1779,0.43226531759415404,210,671,0.31296572280178836,392,640,0.6125,14.862068965517242,21.96551724137931,405,444,318,127,568
2006,1169,27,0.37037037037037035,9.0,631,1474,0.4280868385345997,148,429,0.34498834498834496,459,631,0.7274167987321711,10.88888888888889,21.666666666666668,359,479,203,79,553
2006,1173,30,0.43333333333333335,14.307692307692308,695,1626,0.4274292742927429,184,484,0.38016528925619836,327,493,0.6632860040567952,12.233333333333333,23.633333333333333,400,419,147,86,567
2006,1199,28,0.6785714285714286,15.368421052631579,753,1564,0.48145780051150894,177,466,0.3798283261802575,484,684,0.7076023391812866,11.071428571428571,22.285714285714285,383,451,253,70,537
2006,1204,27,0.6666666666666666,13.555555555555555,757,1661,0.4557495484647803,179,456,0.3925438596491228,370,525,0.7047619047619048,12.11111111111111,23.555555555555557,409,424,225,106,550
2006,1227,30,0.5333333333333333,7.625,747,1686,0.4430604982206406,122,391,0.31202046035805625,441,641,0.6879875195007801,13.9,22.766666666666666,389,409,199,78,475
2006,1228,31,0.8064516129032258,16.6,794,1740,0.45632183908045976,228,628,0.3630573248407643,353,557,0.6337522441651705,12.451612903225806,23.548387096774192,468,383,193,78,539
2006,1234,33,0.7575757575757576,13.96,763,1770,0.43107344632768363,185,552,0.3351449275362319,480,680,0.7058823529411765,11.0,26.848484848484848,492,487,221,162,499
2006,1268,30,0.6,15.5,812,1810,0.4486187845303867,146,392,0.37244897959183676,553,761,0.7266754270696452,14.033333333333333,25.1,478,499,237,175,577
2006,1278,29,0.5172413793103449,12.866666666666667,688,1578,0.43599493029150826,137,424,0.3231132075471698,398,599,0.664440734557596,12.137931034482758,22.689655172413794,413,423,244,102,485
2006,1286,27,0.48148148148148145,7.923076923076923,698,1521,0.4589086127547666,224,600,0.37333333333333335,351,540,0.65,10.592592592592593,23.59259259259259,414,389,154,94,490
